pickup_datetime,pickup_latitude,pickup_longitude,uber_base,trip_distance,fare_amount,driver_rating,vehicle_type,ride_status,payment_method,hour,day,month
2014-04-05 23:32:00,40.7653,-73.968,B02682,11.613933931493404,290.3483482873351,4.26646160269483,Sedan,Completed,UPI,23,Saturday,April
2014-04-02 20:39:00,40.7509,-73.9942,B02598,16.507193617902757,412.67984044756895,4.0860633686393175,Mini,Completed,Card,20,Wednesday,April
2014-04-11 22:51:00,40.7692,-73.9812,B02598,18.96300974023997,474.0752435059993,3.8183572599430247,Mini,Completed,UPI,22,Friday,April
2014-04-15 18:07:00,40.7475,-74.0031,B02682,15.44440816578203,386.1102041445507,4.5581805566599165,Sedan,Completed,UPI,18,Tuesday,April
2014-04-02 13:57:00,40.7542,-73.9864,B02598,11.132251338381929,278.3062834595482,4.832753546052814,Sedan,Completed,Card,13,Wednesday,April
2014-04-01 18:39:00,40.7641,-73.9706,B02682,17.750901391664154,443.7725347916039,4.808899443239256,Sedan,Completed,Card,18,Tuesday,April
2014-04-04 19:54:00,40.6872,-73.9748,B02617,3.55995187034824,88.99879675870599,4.384092920270439,SUV,Completed,Cash,19,Friday,April
2014-04-30 14:19:00,40.7552,-73.9913,B02682,19.3467222372543,483.6680559313575,4.194145076990959,Mini,Completed,Card,14,Wednesday,April
2014-04-02 14:32:00,40.6921,-73.939,B02617,15.81020813160626,395.2552032901565,4.608296030667244,Mini,Completed,Cash,14,Wednesday,April
2014-04-09 08:16:00,40.7502,-73.9834,B02682,4.330014661782784,108.2503665445696,4.277439852321301,Mini,Completed,Card,8,Wednesday,April
2014-04-12 23:10:00,40.7697,-73.9687,B02598,13.053953352657942,326.3488338164485,3.662887818843067,Mini,Completed,Cash,23,Saturday,April
2014-04-24 15:27:00,40.7197,-73.9995,B02682,16.425064550913554,410.6266137728388,3.787244588471311,Mini,Completed,UPI,15,Thursday,April
2014-04-06 18:30:00,40.7451,-73.991,B02598,7.601344066699339,190.03360166748345,4.47034288845872,SUV,Completed,Cash,18,Sunday,April
2014-04-17 23:50:00,40.7507,-73.986,B02598,1.8908598318969128,47.27149579742283,4.786985906350608,SUV,Completed,Cash,23,Thursday,April
2014-04-26 20:25:00,40.7154,-74.0076,B02682,17.214172222872552,430.3543055718138,3.810687236733475,Sedan,Completed,Card,20,Saturday,April
2014-04-21 09:07:00,40.7531,-73.9914,B02617,3.6461649969554952,91.15412492388738,4.122910751432475,SUV,Completed,UPI,9,Monday,April
2014-04-18 17:01:00,40.6756,-73.9778,B02598,8.74297641779491,218.5744104448728,4.52456672190924,Mini,Completed,Cash,17,Friday,April
2014-04-13 15:04:00,40.7503,-73.9947,B02682,14.273882966757933,356.84707416894827,4.234175429661306,Sedan,Completed,Cash,15,Sunday,April
2014-04-05 20:00:00,40.7249,-73.9991,B02598,2.034546915310128,50.8636728827532,4.489909570700989,Sedan,Completed,Cash,20,Saturday,April
2014-04-10 16:54:00,40.7658,-73.9809,B02682,17.997927482107144,449.9481870526786,3.6379877563245295,SUV,Completed,Cash,16,Thursday,April
2014-04-14 19:16:00,40.7506,-73.9699,B02682,6.504076202719737,162.60190506799344,4.360385716917441,Mini,Completed,Cash,19,Monday,April
2014-04-22 15:54:00,40.7436,-73.9728,B02598,16.263057200698686,406.5764300174672,4.4740244941070495,Sedan,Cancelled,Card,15,Tuesday,April
2014-04-24 18:39:00,40.745,-73.9861,B02598,11.790375876837912,294.75939692094784,4.122364566551961,Sedan,Cancelled,Card,18,Thursday,April
2014-04-02 20:15:00,40.7404,-74.0058,B02617,1.2926980542328983,32.31745135582246,3.863770935061095,Mini,Completed,UPI,20,Wednesday,April
2014-04-23 18:11:00,40.7067,-74.0068,B02682,5.209513792931557,130.23784482328892,4.1338413134115966,SUV,Completed,Card,18,Wednesday,April
2014-04-09 20:36:00,40.7168,-74.0082,B02598,4.452447423756526,111.31118559391317,4.969670033722442,Mini,Cancelled,Cash,20,Wednesday,April
2014-04-17 22:15:00,40.6952,-74.1791,B02617,6.159371583029921,153.98428957574802,4.730558066256454,Sedan,Completed,Cash,22,Thursday,April
2014-04-26 21:01:00,40.7436,-73.9921,B02682,3.168203166421476,79.20507916053688,3.9779380347777145,SUV,Completed,Cash,21,Saturday,April
2014-04-30 17:50:00,40.7554,-73.9704,B02617,1.958531096791484,48.9632774197871,4.48878081985156,Mini,Completed,Card,17,Wednesday,April
2014-04-12 22:40:00,40.7987,-73.5307,B02512,12.804038758901177,320.10096897252936,4.99770357970199,Sedan,Completed,UPI,22,Saturday,April
2014-04-14 12:14:00,40.7556,-73.9954,B02682,1.8171362826818536,45.42840706704634,4.815478456122788,SUV,Completed,UPI,12,Monday,April
2014-04-11 12:29:00,40.7322,-74.0076,B02617,12.377475979986192,309.4368994996548,3.8836727948815977,Sedan,Completed,UPI,12,Friday,April
2014-04-10 11:25:00,40.757,-73.9833,B02512,13.244403237056376,331.1100809264093,4.672990068129441,Sedan,Completed,Card,11,Thursday,April
2014-04-05 08:00:00,40.7685,-73.8625,B02682,11.966253418828432,299.1563354707108,4.173351682389839,SUV,Cancelled,Cash,8,Saturday,April
2014-04-02 17:54:00,40.7588,-73.9739,B02617,17.99725805724687,449.93145143117175,3.989506184815388,Sedan,Cancelled,UPI,17,Wednesday,April
2014-04-02 17:43:00,40.745,-74.0061,B02682,3.1148935902607144,77.87233975651786,4.239740816215837,SUV,Completed,Cash,17,Wednesday,April
2014-04-07 17:59:00,40.7644,-73.9705,B02598,7.457487563022725,186.4371890755681,4.244730081080334,Mini,Completed,Cash,17,Monday,April
2014-04-06 01:19:00,40.7236,-73.9882,B02617,4.622066634930319,115.55166587325796,4.073203359028312,Mini,Completed,UPI,1,Sunday,April
2014-04-07 18:16:00,40.7126,-74.0094,B02682,19.896906265347816,497.4226566336954,4.179086667958009,Mini,Completed,UPI,18,Monday,April
2014-04-15 21:45:00,40.7195,-73.9944,B02598,16.401099338141087,410.0274834535272,4.263044645352603,Mini,Completed,Card,21,Tuesday,April
2014-04-05 17:43:00,40.7218,-73.9954,B02682,4.982354636885396,124.5588659221349,4.25369320027984,Sedan,Completed,Card,17,Saturday,April
2014-04-15 13:14:00,40.7553,-73.9754,B02598,15.81402953280195,395.3507383200487,3.974337454727513,SUV,Cancelled,Card,13,Tuesday,April
2014-04-17 07:18:00,40.7503,-74.0308,B02512,18.906757585450364,472.6689396362591,3.573999823525269,Sedan,Completed,Card,7,Thursday,April
2014-04-21 16:15:00,40.7668,-73.9788,B02598,18.178891207180158,454.4722801795039,4.294528366841656,SUV,Completed,Card,16,Monday,April
2014-04-17 17:40:00,40.7426,-73.9846,B02682,13.069746877278886,326.74367193197213,4.166216457263359,Mini,Completed,Card,17,Thursday,April
2014-04-23 10:11:00,40.6696,-73.9836,B02598,7.491418373323168,187.2854593330792,3.586629958255152,Sedan,Completed,Card,10,Wednesday,April
2014-04-29 16:37:00,40.7475,-73.9852,B02598,14.417534524614757,360.4383631153689,4.115496043514581,Mini,Completed,Card,16,Tuesday,April
2014-04-01 22:55:00,40.7362,-74.0067,B02682,15.97073953638677,399.26848840966926,4.992914199054346,SUV,Completed,UPI,22,Tuesday,April
2014-04-11 18:46:00,40.7369,-73.9959,B02598,18.62055596635549,465.5138991588872,3.774877599406772,Mini,Completed,Card,18,Friday,April
2014-04-04 09:28:00,40.7663,-73.9917,B02598,9.877256652877715,246.9314163219429,4.033989517863894,Sedan,Completed,Card,9,Friday,April
2014-04-15 10:21:00,40.6814,-73.9535,B02598,3.4790879006242434,86.9771975156061,3.889501586189203,SUV,Completed,UPI,10,Tuesday,April
2014-04-02 08:20:00,40.6986,-73.9213,B02682,1.7333151546295773,43.33287886573943,4.232751357359651,Sedan,Completed,Card,8,Wednesday,April
2014-04-04 22:08:00,40.6851,-73.984,B02598,5.931381814257668,148.2845453564417,4.294965031741209,Sedan,Completed,Cash,22,Friday,April
2014-04-19 10:50:00,40.7274,-73.9921,B02682,3.6815118472017447,92.0377961800436,4.165161735598232,Sedan,Completed,UPI,10,Saturday,April
2014-04-05 13:17:00,40.7485,-74.0022,B02512,4.499438697021386,112.48596742553464,4.841014860292683,Sedan,Cancelled,Card,13,Saturday,April
2014-04-10 11:42:00,40.7077,-74.0078,B02617,14.494839041956016,362.3709760489004,4.560938566681987,Sedan,Completed,UPI,11,Thursday,April
2014-04-02 18:45:00,40.7823,-73.9715,B02682,13.470172012566582,336.75430031416454,3.799614035239343,Mini,Completed,UPI,18,Wednesday,April
2014-04-27 12:13:00,40.7446,-73.991,B02682,8.902189916717841,222.55474791794603,3.606769807489413,Sedan,Completed,Cash,12,Sunday,April
2014-04-20 20:58:00,40.7781,-73.953,B02598,12.464232003190828,311.6058000797707,4.274374890863433,Sedan,Completed,Cash,20,Sunday,April
2014-04-23 16:04:00,40.7538,-73.9788,B02598,8.781910054037532,219.54775135093828,4.242903580977922,Mini,Completed,Cash,16,Wednesday,April
2014-04-29 13:33:00,40.7567,-73.9828,B02598,19.81552995353253,495.38824883831313,4.017054426329936,Sedan,Completed,Cash,13,Tuesday,April
2014-04-29 14:56:00,40.7621,-73.9633,B02598,8.55471258037066,213.8678145092665,4.52625233296424,Mini,Completed,Card,14,Tuesday,April
2014-04-19 08:46:00,40.6634,-73.9878,B02598,11.122076464110174,278.0519116027544,4.760712427455276,SUV,Completed,UPI,8,Saturday,April
2014-04-16 20:02:00,40.7371,-74.0018,B02617,11.625109090406257,290.6277272601564,3.9713188573026383,Mini,Completed,Card,20,Wednesday,April
2014-04-08 08:22:00,40.6824,-73.9979,B02764,9.99220137815684,249.80503445392105,4.25433415073667,SUV,Cancelled,Card,8,Tuesday,April
2014-04-30 23:33:00,40.7394,-74.0069,B02598,5.159729228307159,128.99323070767898,3.9591220505674594,SUV,Cancelled,UPI,23,Wednesday,April
2014-04-06 11:21:00,40.6968,-73.9832,B02682,19.98847648757378,499.7119121893445,4.332220847216066,Sedan,Completed,UPI,11,Sunday,April
2014-04-18 16:05:00,40.7743,-73.9631,B02617,1.6857611807733126,42.14402951933282,3.827136658993493,SUV,Completed,Cash,16,Friday,April
2014-04-15 18:29:00,40.757,-73.9821,B02617,8.312079965441898,207.80199913604744,4.66635971165975,Mini,Completed,Cash,18,Tuesday,April
2014-04-09 05:48:00,40.7645,-73.981,B02598,16.19830493215322,404.9576233038305,4.144365537567682,SUV,Completed,Card,5,Wednesday,April
2014-04-06 17:48:00,40.7583,-73.9772,B02598,13.862064776686438,346.55161941716096,4.928692602395697,Mini,Completed,Card,17,Sunday,April
2014-04-10 18:05:00,40.7423,-73.9869,B02598,4.499350500634638,112.48376251586596,4.890057349166334,Mini,Completed,Cash,18,Thursday,April
2014-04-07 23:25:00,40.6987,-73.9471,B02617,10.437246658291045,260.9311664572761,4.1548971761052895,Mini,Completed,UPI,23,Monday,April
2014-04-09 14:18:00,40.7731,-73.8857,B02598,18.16948636468756,454.2371591171889,4.468368246096307,SUV,Completed,UPI,14,Wednesday,April
2014-04-30 10:46:00,40.7314,-73.9939,B02617,1.6793392265184732,41.98348066296183,3.9962235823722274,Sedan,Completed,Card,10,Wednesday,April
2014-04-16 20:48:00,40.7438,-73.989,B02682,5.498861864758654,137.47154661896636,4.847676550104534,Mini,Completed,Cash,20,Wednesday,April
2014-04-19 17:51:00,40.7447,-73.981,B02598,11.313220531713604,282.8305132928401,3.897014368025006,SUV,Completed,Card,17,Saturday,April
2014-04-04 22:39:00,40.7264,-74.0057,B02682,10.510164698432584,262.7541174608146,4.338386344109214,Mini,Completed,UPI,22,Friday,April
2014-04-03 14:35:00,40.753,-73.9787,B02682,1.389240133118221,34.73100332795552,4.371365998291142,Sedan,Completed,Cash,14,Thursday,April
2014-04-25 08:45:00,40.7615,-73.975,B02682,5.8799244322236,146.99811080559,4.979277758322552,Mini,Completed,UPI,8,Friday,April
2014-04-30 20:14:00,40.7377,-73.9892,B02598,4.446970385171923,111.17425962929808,4.6390947754863685,Mini,Completed,Card,20,Wednesday,April
2014-04-25 22:16:00,40.7644,-73.9846,B02598,7.250686640790507,181.26716601976267,4.716133104233612,Mini,Completed,Cash,22,Friday,April
2014-04-02 10:24:00,40.767,-73.9541,B02598,12.753251287158836,318.8312821789709,3.697059580482606,Sedan,Completed,Card,10,Wednesday,April
2014-04-23 04:49:00,40.7443,-73.9806,B02598,10.309953361641492,257.7488340410373,3.737288306650615,SUV,Completed,UPI,4,Wednesday,April
2014-04-26 17:18:00,40.7358,-73.9979,B02598,13.051462791344964,326.28656978362415,3.9973700091719655,Sedan,Completed,UPI,17,Saturday,April
2014-04-23 13:49:00,40.7613,-74.0001,B02682,14.669653447879863,366.7413361969966,4.2872802159831584,Sedan,Completed,Cash,13,Wednesday,April
2014-04-09 19:48:00,40.7511,-73.9869,B02682,15.961692903261618,399.0423225815404,4.4362525885864805,Mini,Completed,Card,19,Wednesday,April
2014-04-15 19:53:00,40.7684,-73.9692,B02682,5.394707283091275,134.86768207728187,4.399050200763604,Mini,Completed,UPI,19,Tuesday,April
2014-04-03 17:30:00,40.8349,-73.9159,B02682,18.22655309898977,455.6638274747442,3.922340179566681,Sedan,Completed,UPI,17,Thursday,April
2014-04-09 16:08:00,40.7234,-74.0007,B02598,17.973702279016127,449.3425569754032,4.207932541129185,Mini,Completed,Card,16,Wednesday,April
2014-04-22 18:41:00,40.7242,-74.0013,B02682,6.205186299473567,155.12965748683916,4.199770723440253,Sedan,Completed,UPI,18,Tuesday,April
2014-04-02 18:17:00,40.7755,-73.9585,B02682,10.931717538631183,273.2929384657796,3.790802001381556,Mini,Completed,Card,18,Wednesday,April
2014-04-29 18:11:00,40.7571,-73.9625,B02682,14.480771222531333,362.0192805632833,4.3371532255146,SUV,Completed,UPI,18,Tuesday,April
2014-04-27 19:58:00,40.7775,-73.9512,B02682,11.478962891133088,286.9740722783272,4.945104765266493,Mini,Completed,Cash,19,Sunday,April
2014-04-05 23:16:00,40.7306,-73.9925,B02617,9.35396473811296,233.849118452824,3.8750417684869385,SUV,Completed,Card,23,Saturday,April
2014-04-15 21:42:00,40.6807,-73.9914,B02598,19.184186587202337,479.6046646800584,4.5545310567176704,Sedan,Completed,Cash,21,Tuesday,April
2014-04-10 14:46:00,40.756,-73.9728,B02682,19.167095986643613,479.1773996660903,4.596719598565157,Sedan,Completed,UPI,14,Thursday,April
2014-04-24 20:42:00,40.7215,-73.9929,B02598,1.530048010279237,38.25120025698093,3.948797032775457,Mini,Completed,Cash,20,Thursday,April
2014-04-06 12:13:00,40.739,-73.9944,B02512,9.906415079560976,247.66037698902443,4.052613937433544,Sedan,Completed,Cash,12,Sunday,April
2014-04-29 11:47:00,40.7603,-73.9735,B02512,12.489365013028117,312.23412532570285,3.98164761791801,SUV,Completed,Card,11,Tuesday,April
2014-04-17 08:42:00,40.7266,-74.0338,B02682,18.342243848805563,458.5560962201391,4.0514780608111485,Mini,Completed,Cash,8,Thursday,April
2014-04-22 05:26:00,40.7201,-73.9407,B02598,13.098717394615832,327.4679348653958,3.80688528976353,Mini,Completed,Cash,5,Tuesday,April
2014-04-30 19:59:00,40.7656,-73.9804,B02598,18.387702302103424,459.6925575525856,4.158825447283548,Mini,Completed,Cash,19,Wednesday,April
2014-04-23 03:40:00,40.7612,-73.9638,B02598,8.0595733988892,201.48933497223,3.5167545440286863,SUV,Completed,Card,3,Wednesday,April
2014-04-21 19:08:00,40.7095,-74.0109,B02598,13.377354477405625,334.43386193514056,3.889964717837788,SUV,Completed,Card,19,Monday,April
2014-04-28 06:13:00,40.724,-73.9787,B02598,13.805530620125865,345.13826550314656,4.007593853552676,Mini,Completed,Cash,6,Monday,April
2014-04-04 07:39:00,40.7149,-74.0064,B02598,12.89635140180614,322.4087850451535,4.780466675696959,SUV,Completed,Cash,7,Friday,April
2014-04-26 16:35:00,40.7301,-73.9913,B02682,11.43196517821323,285.7991294553308,3.551790293451122,Mini,Completed,Cash,16,Saturday,April
2014-04-08 10:49:00,40.7401,-73.9985,B02617,3.792411835762477,94.81029589406192,4.71585007876259,Mini,Completed,Cash,10,Tuesday,April
2014-04-25 23:29:00,40.7318,-74.0008,B02682,11.478376847691813,286.95942119229534,4.6746712223510025,Mini,Completed,UPI,23,Friday,April
2014-04-22 17:39:00,40.7765,-73.9758,B02598,1.437700264189531,35.94250660473827,4.239867370533485,SUV,Completed,Card,17,Tuesday,April
2014-04-20 10:58:00,40.7248,-73.9985,B02598,9.778818699589296,244.4704674897324,3.975964903102006,SUV,Completed,Card,10,Sunday,April
2014-04-09 14:02:00,40.742,-73.9888,B02617,12.781167303930529,319.5291825982632,4.170475513102721,Sedan,Completed,UPI,14,Wednesday,April
2014-04-05 17:38:00,40.7461,-73.9945,B02682,18.74677780318896,468.669445079724,4.867640611063371,SUV,Cancelled,Card,17,Saturday,April
2014-04-21 05:26:00,40.7299,-73.9777,B02598,9.20846920356017,230.21173008900428,4.316799178630713,Sedan,Completed,UPI,5,Monday,April
2014-04-29 18:54:00,40.7277,-73.9852,B02682,12.962759085545503,324.0689771386376,4.398304595238532,SUV,Completed,Card,18,Tuesday,April
2014-04-19 20:39:00,40.6673,-73.9525,B02682,12.463632864699507,311.59082161748773,4.793893215211431,Sedan,Completed,UPI,20,Saturday,April
2014-04-19 23:30:00,40.6771,-74.0187,B02598,8.102962372265178,202.5740593066295,4.823892847834761,Mini,Completed,Card,23,Saturday,April
2014-04-05 17:24:00,40.7342,-73.9997,B02598,15.758543776259542,393.9635944064885,4.627064780641982,Sedan,Completed,UPI,17,Saturday,April
2014-04-08 16:56:00,40.7512,-73.9832,B02598,4.69816074000195,117.45401850004876,3.8942508591608207,Mini,Completed,Card,16,Tuesday,April
2014-04-26 11:42:00,40.729,-73.9981,B02682,3.746040284155274,93.65100710388184,3.731420206229144,SUV,Completed,Card,11,Saturday,April
2014-04-04 12:24:00,40.7536,-73.991,B02682,12.084826878792752,302.1206719698188,4.381141197423122,SUV,Completed,Cash,12,Friday,April
2014-04-11 13:08:00,40.7231,-73.9895,B02682,10.863209288300352,271.5802322075088,4.0442551688217145,Sedan,Completed,Cash,13,Friday,April
2014-04-11 07:32:00,40.7536,-73.9675,B02598,16.06573549184985,401.6433872962463,4.0245474623570505,Mini,Completed,Card,7,Friday,April
2014-04-03 15:40:00,40.7347,-74.0002,B02682,7.570412975299559,189.260324382489,4.80710004663613,Mini,Completed,Card,15,Thursday,April
2014-04-27 12:01:00,40.7283,-73.9819,B02682,12.075786054129845,301.8946513532461,3.9995258466989,Mini,Cancelled,UPI,12,Sunday,April
2014-04-06 03:02:00,40.7313,-73.9856,B02682,4.388566993677014,109.71417484192536,3.946283589008365,SUV,Completed,Card,3,Sunday,April
2014-04-15 14:01:00,40.7663,-73.9918,B02617,14.898450723335763,372.46126808339415,4.5230477230118895,Sedan,Completed,UPI,14,Tuesday,April
2014-04-19 22:48:00,40.8081,-73.9452,B02617,19.94374743379088,498.593685844772,4.91526598215357,Sedan,Completed,Cash,22,Saturday,April
2014-04-19 00:30:00,40.7221,-73.9934,B02617,18.17860281452458,454.4650703631145,4.680021557028375,SUV,Completed,UPI,0,Saturday,April
2014-04-05 12:22:00,40.7181,-73.99,B02682,3.160261232169152,79.0065308042288,4.018554365415072,SUV,Completed,Cash,12,Saturday,April
2014-04-01 23:46:00,40.7493,-73.9768,B02764,13.72030590354644,343.007647588661,4.1930030820353705,Mini,Completed,UPI,23,Tuesday,April
2014-04-10 16:07:00,40.7207,-73.9917,B02682,16.37468473394985,409.3671183487462,3.621783834701764,Sedan,Completed,UPI,16,Thursday,April
2014-04-30 17:39:00,40.7622,-73.9725,B02598,5.45528653741281,136.38216343532025,4.079528408892413,Mini,Cancelled,Card,17,Wednesday,April
2014-04-24 09:35:00,40.7819,-73.9474,B02682,9.43293550043467,235.82338751086675,4.603611221208226,Sedan,Completed,Cash,9,Thursday,April
2014-04-15 21:14:00,40.7831,-73.9551,B02617,4.838018906374906,120.95047265937264,3.532363135675017,SUV,Completed,UPI,21,Tuesday,April
2014-04-29 09:50:00,40.6985,-73.9361,B02598,12.819107747281135,320.4776936820284,4.618139863880913,Mini,Completed,Cash,9,Tuesday,April
2014-04-05 16:04:00,40.7655,-73.9753,B02598,4.797609032011827,119.94022580029568,3.882890263763719,SUV,Completed,Cash,16,Saturday,April
2014-04-02 15:30:00,40.6634,-73.9846,B02617,17.235389421520278,430.88473553800696,4.105441556462706,Sedan,Completed,UPI,15,Wednesday,April
2014-04-22 08:31:00,40.7559,-73.9833,B02512,17.931220403706277,448.2805100926569,4.73838434579223,Sedan,Completed,Cash,8,Tuesday,April
2014-04-09 16:51:00,40.7518,-73.9766,B02512,10.604577079297632,265.1144269824408,4.738439450199453,SUV,Completed,Card,16,Wednesday,April
2014-04-08 15:55:00,40.7504,-73.9947,B02682,13.477568834992514,336.93922087481286,4.19948495849343,SUV,Completed,Card,15,Tuesday,April
2014-04-13 11:26:00,40.725,-74.0358,B02512,13.19593854967562,329.89846374189045,3.552758865933653,Mini,Completed,Card,11,Sunday,April
2014-04-07 16:37:00,40.7521,-73.9819,B02682,13.710023971596575,342.7505992899144,3.9387298984445303,SUV,Completed,UPI,16,Monday,April
2014-04-04 18:27:00,40.7968,-73.971,B02682,12.285589776842809,307.1397444210702,4.296034702029516,SUV,Completed,Cash,18,Friday,April
2014-04-15 21:11:00,40.7592,-73.9263,B02617,19.29795594232389,482.4488985580973,4.697343130457682,Sedan,Completed,UPI,21,Tuesday,April
2014-04-17 23:14:00,40.7492,-73.9941,B02682,4.343298580048427,108.58246450121068,4.735090941684102,Sedan,Completed,Card,23,Thursday,April
2014-04-25 21:36:00,40.7299,-73.9973,B02617,11.710435941860265,292.7608985465065,4.189469431656973,Mini,Completed,Card,21,Friday,April
2014-04-01 05:44:00,40.7637,-73.9935,B02617,9.320289339781445,233.00723349453608,4.600900976503151,Mini,Completed,Cash,5,Tuesday,April
2014-04-04 23:57:00,40.7413,-74.0064,B02598,4.918886659838027,122.97216649595067,4.808626531872038,Mini,Completed,UPI,23,Friday,April
2014-04-24 21:32:00,40.7581,-73.9877,B02682,7.671843743644695,191.79609359111737,4.917681947288324,SUV,Cancelled,Card,21,Thursday,April
2014-04-17 21:09:00,40.6801,-73.9681,B02682,17.632579774503455,440.8144943625864,4.491303503501777,SUV,Completed,UPI,21,Thursday,April
2014-04-17 23:28:00,40.7413,-74.004,B02682,18.04573906790409,451.1434766976024,3.931435931154129,SUV,Completed,Cash,23,Thursday,April
2014-04-24 19:33:00,40.7364,-73.9947,B02598,19.960634952184957,499.0158738046238,3.7960484913592274,Mini,Completed,Cash,19,Thursday,April
2014-04-25 21:22:00,40.6839,-73.977,B02617,14.366812642522303,359.1703160630576,4.216868050285757,Sedan,Completed,Card,21,Friday,April
2014-04-03 20:22:00,40.7608,-73.9905,B02598,5.619464367402162,140.48660918505405,4.060951966348413,Mini,Completed,UPI,20,Thursday,April
2014-04-30 18:37:00,40.6526,-73.951,B02598,18.35053425772408,458.76335644310194,4.020317542918329,Mini,Completed,Card,18,Wednesday,April
2014-04-24 11:20:00,40.7724,-73.9666,B02682,16.64836926528239,416.20923163205975,3.7071125192248617,SUV,Completed,Cash,11,Thursday,April
2014-04-29 13:19:00,40.7202,-74.005,B02512,6.088681457451532,152.2170364362883,4.296803979362929,SUV,Completed,UPI,13,Tuesday,April
2014-04-23 22:46:00,40.7555,-73.9713,B02598,17.87974487838373,446.9936219595932,4.773363104923913,Sedan,Completed,Card,22,Wednesday,April
2014-04-30 15:00:00,40.7281,-73.9828,B02617,17.50843620033862,437.71090500846543,3.860890775239046,SUV,Completed,Card,15,Wednesday,April
2014-04-11 05:46:00,40.6941,-73.9916,B02682,14.565151587311496,364.1287896827874,3.814234712948073,SUV,Completed,Card,5,Friday,April
2014-04-22 07:40:00,40.7784,-73.951,B02598,7.571502780800265,189.28756952000663,3.837518333641251,Sedan,Completed,Cash,7,Tuesday,April
2014-04-18 12:59:00,40.7529,-73.9681,B02682,14.25198378014879,356.29959450371973,4.777146146378106,SUV,Completed,Card,12,Friday,April
2014-04-02 12:25:00,40.774,-73.8724,B02682,1.0226503189953942,25.566257974884856,4.630217829905076,SUV,Completed,Cash,12,Wednesday,April
2014-04-06 15:07:00,40.776,-73.9512,B02617,2.040801529450599,51.02003823626497,4.746531501535317,Sedan,Completed,UPI,15,Sunday,April
2014-04-12 02:28:00,40.7038,-73.9271,B02617,6.736498543024267,168.4124635756067,4.617204233631634,Sedan,Completed,Card,2,Saturday,April
2014-04-11 15:16:00,40.7594,-73.9724,B02682,3.9372890044289166,98.43222511072292,3.559754904193292,Sedan,Completed,Cash,15,Friday,April
2014-04-22 15:37:00,40.7605,-73.9755,B02617,19.091996437650927,477.2999109412732,3.6742389141406986,Sedan,Completed,UPI,15,Tuesday,April
2014-04-03 15:13:00,40.7218,-74.0043,B02598,5.628302488835226,140.70756222088065,3.9712677231240927,Mini,Completed,UPI,15,Thursday,April
2014-04-16 16:53:00,40.7436,-73.9848,B02682,1.8530956963260248,46.327392408150615,3.876293065828559,Sedan,Completed,Card,16,Wednesday,April
2014-04-06 19:55:00,40.6426,-73.7884,B02682,2.9153534962344363,72.8838374058609,4.113746315204142,Mini,Completed,Cash,19,Sunday,April
2014-04-26 01:12:00,40.7352,-74.0099,B02764,7.1633991331018265,179.08497832754566,4.02818791632682,Mini,Completed,Cash,1,Saturday,April
2014-04-15 19:37:00,40.6987,-73.9677,B02682,7.999570412770074,199.98926031925183,4.341594829104458,SUV,Completed,Card,19,Tuesday,April
2014-04-14 07:48:00,40.7506,-73.9944,B02682,19.421016471355284,485.5254117838821,4.919371109536303,Sedan,Completed,UPI,7,Monday,April
2014-04-08 19:00:00,40.7434,-74.007,B02512,13.469843026227949,336.7460756556987,3.635952251715428,Mini,Completed,UPI,19,Tuesday,April
2014-04-27 00:24:00,40.6757,-74.0171,B02598,4.848901811021465,121.22254527553662,4.477988984477909,Sedan,Completed,Cash,0,Sunday,April
2014-04-05 19:07:00,40.7508,-73.9765,B02598,7.52731437205126,188.1828593012815,4.50527788293451,SUV,Completed,Cash,19,Saturday,April
2014-04-11 17:08:00,40.7442,-73.9838,B02617,15.848549770404183,396.2137442601046,3.813434669888761,Sedan,Completed,Cash,17,Friday,April
2014-04-27 02:56:00,40.8117,-73.9547,B02598,13.957921253994892,348.9480313498723,4.873736662821373,Mini,Completed,Card,2,Sunday,April
2014-04-16 07:11:00,40.7649,-73.9786,B02682,13.031871870804796,325.7967967701199,4.498802841956212,SUV,Completed,Cash,7,Wednesday,April
2014-04-10 17:46:00,40.7557,-73.9724,B02512,1.0659766771557442,26.649416928893604,4.827294739807368,Mini,Cancelled,Cash,17,Thursday,April
2014-04-08 20:19:00,40.7495,-73.9952,B02617,15.976862013712868,399.4215503428217,4.876597378709021,SUV,Completed,UPI,20,Tuesday,April
2014-04-19 17:20:00,40.7274,-73.9922,B02682,7.820124456465462,195.50311141163652,3.7021311666365055,SUV,Completed,Card,17,Saturday,April
2014-04-20 01:13:00,40.7016,-73.9437,B02598,15.940094237136096,398.5023559284024,4.745902478703175,Sedan,Completed,Cash,1,Sunday,April
2014-04-23 16:23:00,40.7447,-73.9951,B02512,8.784375946170144,219.6093986542536,4.027155383912079,SUV,Completed,UPI,16,Wednesday,April
2014-04-30 06:42:00,40.7654,-73.8695,B02617,16.695135458636663,417.3783864659166,4.083453324768104,Sedan,Completed,UPI,6,Wednesday,April
2014-04-25 09:59:00,40.7581,-73.9627,B02682,13.90611778073445,347.65294451836127,4.8021980782127125,Sedan,Completed,Cash,9,Friday,April
2014-04-11 09:26:00,40.7718,-73.9816,B02598,3.084917704181324,77.1229426045331,3.57400606787484,SUV,Completed,Card,9,Friday,April
